invoice_id,vendor,category,invoice_date,due_date,payment_terms,amount,tax_amount,label
INV-01444,Bluewave Logistics,Software License,2025-04-02,2025-05-13,Net 30,4972.6,895.07,Duplicate
INV-01044,Greenfield Consulting,Security,2025-08-14,2025-08-29,Net 15,4153.84,498.46,Valid
INV-00465,Falcon Freight Co,Software License,2025-03-06,2025-05-05,Net 30,5.0,24.65,Amount Anomaly
INV-00209,Crestline IT Services,Facilities,2026-01-14,2026-02-28,Net 15,78.08,198.6,Amount Anomaly
INV-00355,Everline Facilities,Office Supplies,2025-01-23,2025-03-24,Net 30,5.0,386.35,Amount Anomaly
INV-01075,Horizon Software Inc,Marketing,2026-06-27,2026-08-26,Net 30,,156.22,Missing Info
INV-01480,Crestline IT Services,Facilities,2025-12-28,2026-01-08,Net 45,951.84,47.59,Duplicate
INV-00059,Greenfield Consulting,Facilities,2025-01-26,2025-02-25,Net 60,3594.63,647.03,Valid
INV-00515,Horizon Software Inc,Consulting,2025-10-06,2025-11-05,Net 30,3097.81,73.2,Amount Anomaly
INV-00731,Junction Marketing Group,Facilities,2026-06-08,2026-07-23,Net 60,2500.5,125.03,Valid
INV-01150,Greenfield Consulting,Consulting,2025-12-26,2026-01-10,Net 30,4852.61,873.47,Valid
INV-00728,Apex Office Supplies,Software License,2025-06-20,2025-08-04,Net 15,2205.4,110.27,Valid
INV-00719,Apex Office Supplies,Marketing,2025-02-10,2025-03-27,Net 45,2973.25,148.66,Valid
INV-01415,Crestline IT Services,Consulting,2025-04-29,2025-06-09,Net 15,1252.99,62.65,Duplicate
INV-01067,Falcon Freight Co,IT Services,2026-04-09,2026-06-08,Net 60,342.1,61.58,Valid
INV-01119,Bluewave Logistics,Consulting,2025-05-07,2025-06-06,Net 30,3667.24,660.1,Valid
INV-00637,Greenfield Consulting,Security,2026-04-13,2026-05-28,Net 60,4179.14,501.5,Valid
INV-01394,Ironclad Security,Consulting,2025-06-02,2025-08-01,Net 30,1751.87,87.59,Valid
INV-00814,Ironclad Security,Marketing,2026-04-27,2026-05-27,Net 60,1737.4,86.87,Valid
INV-01354,Junction Marketing Group,Logistics,2025-03-11,2025-04-10,Net 45,2174.9,391.48,Valid
INV-00234,Falcon Freight Co,Facilities,2025-10-17,2025-12-16,Net 15,5.0,108.97,Amount Anomaly
INV-00904,Ironclad Security,Facilities,2026-01-25,2026-02-09,Net 30,1959.79,97.99,Valid
INV-00197,Greenfield Consulting,Facilities,2026-04-08,2026-05-08,Net 60,4483.19,537.98,Valid
INV-01320,Junction Marketing Group,Office Supplies,2025-10-24,2025-11-23,Net 60,2341.33,117.07,Valid
INV-00082,Ironclad Security,Security,2026-05-12,2026-06-11,Net 15,1991.09,238.93,Valid
INV-01403,Bluewave Logistics,IT Services,2026-04-14,2026-06-08,Net 15,3769.62,188.48,Duplicate
INV-00768,Ironclad Security,Facilities,2025-02-13,2025-04-14,Net 60,2154.43,258.53,Valid
INV-01247,Delta Print Solutions,Facilities,2025-10-29,2025-12-28,Net 15,,57.1,Missing Info
INV-00112,Ironclad Security,Security,2025-12-05,2026-01-19,Net 45,1604.44,288.8,Valid
INV-01275,Apex Office Supplies,Software License,2025-10-14,2025-11-13,Net 60,2482.89,446.92,Valid
INV-01379,Horizon Software Inc,Facilities,2026-06-16,2026-08-15,Net 45,1234.78,61.74,Valid
INV-00983,Junction Marketing Group,Office Supplies,2025-02-22,2025-04-08,Net 45,4245.53,408.63,Amount Anomaly
INV-00375,Falcon Freight Co,Marketing,2025-04-05,2025-05-05,Net 60,10.0,0.5,Valid
INV-01264,Ironclad Security,IT Services,2025-04-18,2025-05-18,Net 30,1724.63,310.43,Valid
INV-00911,Apex Office Supplies,Facilities,2025-07-09,2025-08-08,Net 15,1757.58,87.88,Valid
INV-01390,Bluewave Logistics,Consulting,2025-03-15,2025-04-29,Net 45,3401.15,170.06,Valid
INV-00381,Bluewave Logistics,Facilities,2026-04-26,2026-06-10,Net 45,122.07,145.24,Amount Anomaly
INV-01161,Bluewave Logistics,Facilities,2025-11-06,2025-12-21,Net 30,2915.22,349.83,Valid
INV-01273,Greenfield Consulting,Office Supplies,2025-02-07,2025-03-09,Net 45,3971.65,714.9,Valid
INV-01112,Bluewave Logistics,Facilities,2025-05-15,2025-05-30,Net 45,3402.46,408.3,Valid
INV-00434,Horizon Software Inc,Marketing,2026-04-09,,Net 15,1076.31,53.82,Missing Info
INV-01080,Horizon Software Inc,,2025-09-24,2025-11-08,Net 15,1299.78,64.99,Missing Info
INV-01486,Greenfield Consulting,IT Services,2025-10-15,2025-12-11,Net 60,4310.03,517.2,Duplicate
INV-01366,Apex Office Supplies,Facilities,2026-01-07,2026-01-22,Net 15,1811.93,90.6,Valid
INV-01132,Bluewave Logistics,IT Services,2025-05-27,2025-07-26,Net 30,8126.06,365.58,Amount Anomaly
INV-00621,Delta Print Solutions,Facilities,2025-01-23,2025-02-22,Net 15,1342.8,67.14,Valid
INV-00427,Ironclad Security,Facilities,2025-03-29,2025-04-13,Net 30,902.91,45.15,Valid
INV-00501,Ironclad Security,Consulting,2026-03-06,2026-04-05,Net 60,2103.18,252.38,Valid
INV-00423,Horizon Software Inc,Security,2025-10-26,2025-11-10,Net 30,3282.28,111.5,Amount Anomaly
INV-01365,Horizon Software Inc,Software License,2025-12-06,2026-02-04,Net 30,1473.04,73.65,Valid
INV-01345,Delta Print Solutions,Consulting,2025-12-15,2025-12-30,Net 15,750.56,90.07,Valid
INV-01166,Greenfield Consulting,Consulting,2026-02-25,2026-04-11,Net 60,4592.1,229.61,Valid
INV-00681,Ironclad Security,Consulting,2026-02-18,2026-03-05,Net 30,5.0,242.58,Amount Anomaly
INV-00757,Everline Facilities,IT Services,2025-06-29,2025-08-28,Net 15,7284.43,644.71,Amount Anomaly
INV-00255,Crestline IT Services,Marketing,2026-06-25,2026-08-24,Net 30,5.0,75.18,Amount Anomaly
INV-01094,Crestline IT Services,Marketing,2025-03-30,2025-04-29,Net 60,1602.49,80.12,Valid
INV-01246,Horizon Software Inc,Security,2026-05-12,2026-07-11,Net 30,1335.57,66.78,Valid
INV-01337,Ironclad Security,Office Supplies,2026-04-10,2026-04-25,Net 45,2122.13,254.66,Valid
INV-01092,Everline Facilities,Security,2026-04-02,2026-04-17,Net 60,2577.55,128.88,Valid
INV-01450,Delta Print Solutions,Logistics,2025-06-30,2025-07-13,Net 60,1804.29,324.77,Duplicate
INV-00555,Crestline IT Services,Marketing,2026-04-08,2026-04-23,Net 15,2546.44,60.3,Amount Anomaly
INV-01488,Bluewave Logistics,Office Supplies,2025-04-26,2025-06-23,Net 30,4397.73,791.59,Duplicate
INV-00087,Horizon Software Inc,Software License,2025-01-07,2025-02-21,Net 60,1239.94,148.79,Valid
INV-01420,Bluewave Logistics,Logistics,2026-04-21,2026-05-01,Net 60,3899.58,194.98,Duplicate
INV-00266,Falcon Freight Co,Security,2025-11-14,2026-01-13,Net 45,5.0,199.51,Amount Anomaly
INV-00288,Horizon Software Inc,IT Services,2026-06-23,2026-08-22,Net 30,1457.61,174.91,Valid
INV-01482,Ironclad Security,Marketing,2026-04-29,2026-05-27,Net 60,1737.4,86.87,Duplicate
INV-00406,Bluewave Logistics,Software License,2025-03-26,2025-05-10,Net 30,4705.1,235.26,Valid
INV-01129,Junction Marketing Group,Software License,2025-11-16,2026-01-15,Net 45,2391.16,119.56,Valid
INV-00533,Junction Marketing Group,Marketing,2026-05-30,2026-07-14,Net 30,449.08,306.78,Amount Anomaly
INV-00417,Apex Office Supplies,Software License,2026-02-10,2026-03-27,Net 45,1979.2,356.26,Valid
INV-00910,Bluewave Logistics,Marketing,2025-01-07,2025-02-06,Net 30,3003.35,540.6,Valid
INV-00222,Everline Facilities,Logistics,2025-12-14,2026-01-13,Net 15,3316.08,397.93,Valid
INV-00114,Bluewave Logistics,Security,2025-07-09,2025-08-08,Net 45,3532.64,176.63,Valid
INV-00572,Crestline IT Services,Office Supplies,2025-08-05,2025-09-04,Net 60,1024.3,51.22,Valid
INV-00583,Falcon Freight Co,IT Services,2025-10-03,2025-12-02,Net 30,246.55,44.38,Valid
INV-00175,Falcon Freight Co,Facilities,2025-09-26,2025-11-25,Net 15,244.82,44.07,Valid
INV-00535,Horizon Software Inc,Consulting,2026-06-27,2026-08-11,Net 30,1337.99,240.84,Valid
INV-00630,Delta Print Solutions,IT Services,2025-01-03,2025-01-18,Net 15,568.75,102.38,Valid
INV-01175,Bluewave Logistics,Facilities,2025-09-01,2025-09-16,Net 60,3848.67,461.84,Valid
INV-01086,Everline Facilities,Consulting,2025-01-26,2025-03-27,Net 60,1479.86,266.37,Valid
INV-01287,Delta Print Solutions,Software License,2026-04-02,2026-04-17,Net 60,637.8,76.54,Valid
INV-00286,Horizon Software Inc,Facilities,2025-01-27,2025-03-13,Net 60,1190.28,214.25,Valid
INV-01024,Bluewave Logistics,IT Services,2026-04-13,2026-05-13,Net 15,,780.75,Missing Info
INV-00850,Falcon Freight Co,Facilities,2025-06-09,2025-07-09,Net 30,290.64,34.88,Valid
INV-01346,Junction Marketing Group,Security,2026-03-26,2026-04-10,Net 15,2619.78,471.56,Valid
INV-00032,Horizon Software Inc,IT Services,2026-02-21,2026-03-23,Net 60,1559.64,77.98,Valid
INV-00765,Delta Print Solutions,Consulting,2026-05-26,2026-06-25,Net 45,886.89,44.34,Valid
INV-00211,Everline Facilities,Security,2026-03-30,2026-05-29,Net 60,3243.31,389.2,Valid
INV-00969,Greenfield Consulting,Logistics,2026-03-22,2026-04-21,Net 60,4245.1,764.12,Valid
INV-01198,Everline Facilities,Logistics,2025-10-22,2025-12-21,Net 60,3738.08,448.57,Valid
INV-00809,Apex Office Supplies,Marketing,2025-01-23,2025-02-22,Net 45,1844.4,92.22,Valid
INV-00416,Junction Marketing Group,Logistics,2025-07-20,2025-09-18,Net 45,1824.11,91.21,Valid
INV-00932,Falcon Freight Co,,2025-02-02,2025-03-19,Net 60,53.68,6.44,Missing Info
INV-00368,Delta Print Solutions,Consulting,2025-11-06,2025-12-06,Net 60,5216.22,70.2,Amount Anomaly
INV-00189,Delta Print Solutions,Marketing,2025-11-28,2025-12-13,Net 15,10.0,0.5,Valid
INV-00372,Ironclad Security,Marketing,2026-04-30,2026-05-30,Net 30,2745.88,137.29,Valid
INV-01118,Bluewave Logistics,Marketing,2025-09-17,,Net 15,4029.38,201.47,Missing Info
INV-00487,Apex Office Supplies,Marketing,2025-03-03,2025-05-02,Net 60,1114.83,200.67,Valid
INV-00778,Ironclad Security,Logistics,2026-03-19,2026-05-18,Net 30,1272.43,63.62,Valid
INV-01324,Falcon Freight Co,Consulting,2025-09-25,2025-11-24,Net 45,725.37,87.04,Valid
INV-00901,Junction Marketing Group,Marketing,2025-07-26,2025-09-24,Net 45,579.49,131.42,Amount Anomaly
INV-00084,Crestline IT Services,Logistics,2025-06-04,2025-07-04,Net 30,1153.01,138.36,Valid
INV-00671,Ironclad Security,Marketing,2026-02-03,2026-03-05,Net 15,1756.78,316.22,Valid
INV-00049,Crestline IT Services,Office Supplies,2026-03-25,2026-05-09,Net 45,1372.06,246.97,Valid
INV-00156,Junction Marketing Group,Marketing,2025-03-12,2025-04-11,Net 30,2195.86,395.25,Valid
INV-01434,Falcon Freight Co,Software License,2025-05-04,2025-06-01,Net 30,10.0,1.8,Duplicate
INV-01399,Delta Print Solutions,Software License,2026-03-06,2026-05-05,Net 45,306.84,55.23,Valid
INV-00395,Greenfield Consulting,,2026-05-03,2026-05-18,Net 30,4422.93,796.13,Missing Info
INV-01220,Horizon Software Inc,Marketing,2026-05-07,2026-07-06,Net 15,1692.56,304.66,Valid
INV-00807,Crestline IT Services,Security,2025-10-24,2025-11-08,Net 60,1683.0,302.94,Valid
INV-01228,Everline Facilities,Facilities,2026-03-10,2026-03-25,Net 30,2600.58,312.07,Valid
INV-01479,Delta Print Solutions,Office Supplies,2026-03-11,2026-05-09,Net 60,866.38,43.32,Duplicate
INV-00614,Greenfield Consulting,Office Supplies,2026-05-04,2026-07-03,Net 30,4518.05,225.9,Valid
INV-00180,Ironclad Security,IT Services,2026-03-06,2026-04-05,Net 60,2049.16,245.9,Valid
INV-00424,Everline Facilities,Logistics,2025-09-05,2025-10-20,Net 60,3171.93,570.95,Valid
INV-01245,Horizon Software Inc,Logistics,2026-03-09,2026-03-24,Net 30,1445.72,72.29,Valid
INV-00692,Greenfield Consulting,Software License,2026-02-02,2026-04-03,Net 60,4682.3,842.81,Valid
INV-00603,Falcon Freight Co,Logistics,2026-06-04,2026-07-19,Net 45,967.31,48.37,Valid
INV-01201,Delta Print Solutions,Security,2026-04-07,2026-05-07,Net 15,285.67,34.28,Valid
INV-00364,Greenfield Consulting,IT Services,2025-01-17,2025-02-16,Net 15,4045.02,202.25,Valid
INV-01176,Delta Print Solutions,IT Services,2026-03-10,2026-04-09,Net 30,10.0,0.5,Valid
INV-01197,Horizon Software Inc,Consulting,2025-05-02,2025-06-01,Net 30,1154.14,207.75,Valid
INV-00347,Everline Facilities,Marketing,2025-06-13,2025-08-12,Net 15,8310.19,565.24,Amount Anomaly
INV-00440,Everline Facilities,Logistics,2025-03-06,2025-03-21,Net 45,2732.74,491.89,Valid
INV-00934,Crestline IT Services,Consulting,2025-04-25,2025-06-09,Net 15,1252.99,62.65,Valid
INV-00486,Bluewave Logistics,Marketing,2025-01-18,2025-02-02,Net 30,4785.08,239.25,Valid
INV-00589,Apex Office Supplies,Security,2025-09-05,2025-10-20,Net 30,2501.91,300.23,Valid
INV-00568,Bluewave Logistics,Software License,2025-03-29,2025-05-13,Net 30,4972.6,895.07,Valid
INV-00644,Falcon Freight Co,Office Supplies,2026-01-30,2026-03-01,Net 15,480.18,86.43,Valid
INV-00244,Delta Print Solutions,Security,2026-03-31,2026-05-15,Net 30,1308.52,235.53,Valid
INV-01177,Delta Print Solutions,Marketing,2025-10-09,2025-12-08,Net 15,336.62,40.39,Valid
INV-00539,Junction Marketing Group,Marketing,2025-05-26,2025-06-25,Net 30,2546.34,305.56,Valid
INV-01484,Delta Print Solutions,Logistics,2026-04-09,2026-05-20,Net 60,10.0,0.5,Duplicate
INV-00890,Horizon Software Inc,Consulting,2025-05-21,2025-06-20,Net 15,1328.82,66.44,Valid
INV-01356,Delta Print Solutions,Logistics,2025-05-21,2025-06-05,Net 45,5.0,98.52,Amount Anomaly
INV-01419,Delta Print Solutions,Facilities,2026-05-02,2026-05-13,Net 30,1366.27,245.93,Duplicate
INV-01319,Delta Print Solutions,Office Supplies,2026-03-10,2026-05-09,Net 60,866.38,43.32,Valid
INV-00309,Falcon Freight Co,Consulting,2025-02-16,2025-04-17,Net 45,10.0,0.5,Valid
INV-01202,Apex Office Supplies,Software License,2026-04-26,2026-05-26,Net 30,2399.0,287.88,Valid
INV-00399,Falcon Freight Co,Logistics,2025-01-17,2025-02-16,Net 60,851.48,153.27,Valid
INV-00371,Greenfield Consulting,Software License,2026-02-23,2026-03-25,Net 30,4330.97,519.72,Valid
INV-00055,Bluewave Logistics,Office Supplies,2025-03-19,2025-04-18,Net 45,3981.56,716.68,Valid
INV-00887,Apex Office Supplies,Consulting,2025-10-01,2025-10-31,Net 30,6555.63,397.34,Amount Anomaly
INV-01178,Horizon Software Inc,Software License,2026-01-19,2026-02-03,Net 60,1391.25,166.95,Valid
INV-00313,Apex Office Supplies,Facilities,2025-02-09,2025-03-11,Net 60,2663.19,479.37,Valid
INV-01160,Bluewave Logistics,Consulting,2026-06-28,2026-08-27,Net 45,3648.29,437.79,Valid
INV-00110,Apex Office Supplies,Software License,2025-04-06,2025-05-21,Net 30,3862.22,193.11,Valid
INV-00737,Horizon Software Inc,IT Services,2026-01-26,2026-03-12,Net 60,1095.34,197.16,Valid
INV-01058,Horizon Software Inc,Logistics,2025-01-25,2025-03-26,Net 60,1025.2,123.02,Valid
INV-00101,Bluewave Logistics,Software License,2026-06-03,2026-07-18,Net 60,3775.96,188.8,Valid
INV-01446,Greenfield Consulting,Consulting,2025-12-31,2026-02-26,Net 15,4696.63,563.6,Duplicate
INV-00669,Everline Facilities,Marketing,2025-05-30,2025-06-14,Net 30,2477.06,445.87,Valid
INV-01374,Bluewave Logistics,Consulting,2025-05-28,2025-06-27,Net 60,3402.9,170.15,Valid
INV-00267,Apex Office Supplies,Office Supplies,2025-07-15,2025-08-29,Net 45,3399.53,407.94,Valid
INV-00678,Apex Office Supplies,Office Supplies,2025-06-07,2025-07-22,Net 45,2656.93,478.25,Valid
INV-00297,Horizon Software Inc,Security,2025-09-08,2025-11-07,Net 15,1506.72,180.81,Valid
INV-00529,Crestline IT Services,Marketing,2025-02-05,2025-03-07,Net 60,685.03,123.31,Valid
INV-00944,Everline Facilities,Consulting,2025-05-25,2025-07-09,Net 30,3471.7,624.91,Valid
INV-00966,Everline Facilities,Office Supplies,2025-03-05,2025-04-19,Net 15,3458.44,622.52,Valid
INV-00950,,Security,2025-04-10,2025-06-09,Net 60,1647.11,197.65,Missing Info
INV-00378,Bluewave Logistics,Consulting,2026-05-06,2026-06-05,Net 60,4744.61,854.03,Valid
INV-00287,Ironclad Security,Marketing,2025-05-13,2025-05-28,Net 60,2218.32,110.92,Valid
INV-01437,Crestline IT Services,Facilities,2025-03-22,2025-05-17,Net 60,1044.41,125.33,Duplicate
INV-01299,Ironclad Security,Security,2026-04-17,2026-06-16,Net 30,1873.93,337.31,Valid
INV-00127,Apex Office Supplies,Marketing,2025-08-26,2025-10-10,Net 60,954.9,171.88,Valid
INV-00328,Falcon Freight Co,Marketing,2026-05-07,2026-06-21,Net 45,197.75,35.59,Valid
INV-00293,Ironclad Security,Marketing,2025-10-09,2025-11-08,Net 15,2124.76,382.46,Valid
INV-00987,Crestline IT Services,,2025-09-25,2025-10-25,Net 15,1214.56,145.75,Missing Info
INV-01051,Junction Marketing Group,Office Supplies,2026-04-30,2026-06-29,Net 60,2050.35,246.04,Valid
INV-00917,Ironclad Security,Consulting,2026-02-28,2026-03-30,Net 15,1192.39,214.63,Valid
INV-00356,Junction Marketing Group,Facilities,2025-03-16,2025-03-31,Net 15,2595.07,311.41,Valid
INV-00171,Delta Print Solutions,Marketing,2025-05-16,2025-06-30,Net 30,1095.64,197.22,Valid
INV-00842,Bluewave Logistics,Software License,2026-01-02,2026-03-03,Net 15,4038.67,726.96,Valid
INV-00835,Apex Office Supplies,Consulting,2025-07-26,2025-08-10,Net 15,1708.42,205.01,Valid
INV-01151,Delta Print Solutions,IT Services,2025-11-16,2025-12-01,Net 45,1739.12,313.04,Valid
INV-00210,Apex Office Supplies,Office Supplies,2025-06-09,2025-07-09,Net 15,3019.02,543.42,Valid
INV-01107,Crestline IT Services,Facilities,2025-04-07,2025-05-07,Net 45,1335.7,240.43,Valid
INV-00141,Apex Office Supplies,Logistics,2025-07-28,2025-09-11,Net 45,3613.68,650.46,Valid
INV-01464,Horizon Software Inc,Software License,2026-07-05,2026-07-30,Net 60,1463.27,175.59,Duplicate
INV-00990,Delta Print Solutions,Marketing,2025-12-20,2026-01-04,Net 15,1039.3,187.07,Valid
INV-00650,Greenfield Consulting,Office Supplies,2026-02-27,2026-03-14,Net 15,4272.45,769.04,Valid
INV-01230,Delta Print Solutions,IT Services,2025-06-08,2025-08-07,Net 45,10.0,1.8,Valid
INV-01274,Greenfield Consulting,Facilities,2026-02-16,2026-04-02,Net 45,3710.7,667.93,Valid
INV-00483,Apex Office Supplies,IT Services,2025-09-03,2025-11-02,Net 30,5.0,181.82,Amount Anomaly
INV-01328,Ironclad Security,IT Services,2025-02-01,2025-04-02,Net 45,2425.51,436.59,Valid
INV-00200,Bluewave Logistics,IT Services,2025-03-29,2025-04-13,Net 45,4187.92,502.55,Valid
INV-00889,Ironclad Security,Software License,2026-04-26,2026-06-10,Net 60,1958.4,97.92,Valid
INV-01396,Bluewave Logistics,Software License,2025-11-17,2025-12-17,Net 30,7206.39,489.92,Amount Anomaly
INV-00708,Falcon Freight Co,Security,2025-05-18,2025-07-02,Net 60,6663.73,140.59,Amount Anomaly
INV-01272,Falcon Freight Co,Software License,2025-11-19,2026-01-18,Net 15,988.32,49.42,Valid
INV-00939,Junction Marketing Group,Office Supplies,2025-03-31,2025-05-15,Net 15,2418.79,290.25,Valid
INV-00011,Delta Print Solutions,Logistics,2025-10-01,2025-10-16,Net 30,10.0,1.8,Valid
INV-00148,Junction Marketing Group,Security,2026-05-17,2026-06-16,Net 45,2194.38,263.33,Valid
INV-00721,Junction Marketing Group,Consulting,2025-03-21,2025-05-05,Net 60,2521.55,302.59,Valid
INV-00283,Horizon Software Inc,Facilities,2025-03-31,2025-05-15,Net 15,1503.86,270.69,Valid
INV-00299,Delta Print Solutions,Facilities,2025-12-15,2026-01-14,Net 45,1683.47,202.02,Valid
INV-00615,Falcon Freight Co,Consulting,2025-01-15,2025-03-01,Net 15,10.0,1.8,Valid
INV-00292,Delta Print Solutions,Marketing,2025-12-21,2026-02-04,Net 30,343.54,17.18,Valid
INV-01064,Ironclad Security,Consulting,2025-07-29,2025-08-28,Net 15,2266.42,271.97,Valid
INV-00598,Bluewave Logistics,Facilities,2025-12-11,2026-01-25,Net 45,3209.78,577.76,Valid
INV-01043,Delta Print Solutions,Software License,2025-04-11,2025-05-11,Net 30,1145.33,206.16,Valid
INV-00552,Falcon Freight Co,Office Supplies,2025-09-20,2025-10-05,Net 15,10.0,1.8,Valid
INV-01054,Ironclad Security,Software License,2025-02-04,2025-04-05,Net 60,2031.02,365.58,Valid
INV-00130,Apex Office Supplies,Marketing,2025-06-19,2025-08-03,Net 60,2783.92,501.11,Valid
INV-00579,Crestline IT Services,Software License,2025-10-10,2025-12-09,Net 15,2853.91,70.96,Amount Anomaly
INV-00332,Crestline IT Services,Office Supplies,2025-04-22,2025-05-22,Net 30,907.65,45.38,Valid
INV-00324,Ironclad Security,Software License,2025-11-29,2026-01-28,Net 45,1605.64,289.02,Valid
INV-00680,Crestline IT Services,Logistics,2026-06-18,2026-07-03,Net 60,1137.33,204.72,Valid
INV-01068,Ironclad Security,Facilities,2026-06-30,2026-08-14,Net 15,2839.62,340.75,Valid
INV-00561,Apex Office Supplies,Office Supplies,2026-02-07,2026-04-08,Net 45,2365.79,118.29,Valid
INV-00136,Greenfield Consulting,IT Services,2025-12-08,2026-01-22,Net 30,4332.13,779.78,Valid
INV-00586,Crestline IT Services,Consulting,2026-06-21,2026-07-06,Net 30,1009.17,50.46,Valid
INV-00545,Crestline IT Services,Security,2025-06-11,2025-08-10,Net 45,1262.7,227.29,Valid
INV-00725,Greenfield Consulting,Security,2025-12-05,2025-12-20,Net 60,2367.28,454.59,Amount Anomaly
INV-00436,Delta Print Solutions,Logistics,2026-06-13,2026-07-13,Net 45,1436.02,258.48,Valid
INV-00965,Falcon Freight Co,Software License,2025-04-02,2025-04-17,Net 30,1204.72,216.85,Valid
INV-00859,Bluewave Logistics,Software License,2026-05-03,2026-05-18,Net 45,3776.78,679.82,Valid
INV-00651,Junction Marketing Group,Security,2025-11-08,,Net 45,2366.28,425.93,Missing Info
INV-00665,Crestline IT Services,IT Services,2026-05-31,2026-07-15,Net 45,1353.05,243.55,Valid
INV-00159,Everline Facilities,Logistics,2026-01-03,2026-02-17,Net 30,3369.83,404.38,Valid
INV-01014,Apex Office Supplies,Facilities,2025-04-03,2025-05-18,Net 15,1402.48,252.45,Valid
INV-01291,Horizon Software Inc,Facilities,2025-02-03,2025-03-05,Net 15,,238.44,Missing Info
INV-01141,Horizon Software Inc,Facilities,2026-05-18,2026-07-02,Net 15,1161.05,208.99,Valid
INV-00353,Bluewave Logistics,Security,2026-06-07,2026-08-06,Net 30,3844.67,192.23,Valid
INV-00723,Horizon Software Inc,Marketing,2025-06-19,2025-07-19,Net 30,1698.58,84.93,Valid
INV-01294,Falcon Freight Co,Office Supplies,2025-11-07,2025-12-22,Net 30,962.39,115.49,Valid
INV-00635,Crestline IT Services,Security,2025-06-24,2025-08-08,Net 45,1588.88,190.67,Valid
INV-00562,Apex Office Supplies,Security,2026-03-14,2026-03-29,Net 30,2775.53,333.06,Valid
INV-00591,Everline Facilities,Logistics,2025-01-29,2025-03-30,Net 30,2744.11,137.21,Valid
INV-00908,Horizon Software Inc,Office Supplies,2026-05-25,2026-07-24,Net 60,1158.32,208.5,Valid
INV-00196,Ironclad Security,IT Services,2026-03-17,2026-04-01,Net 30,2399.77,431.96,Valid
INV-01489,Bluewave Logistics,Software License,2026-04-01,2026-05-13,Net 45,4329.56,519.55,Duplicate
INV-01237,Falcon Freight Co,Marketing,2026-04-11,2026-06-10,Net 45,10.0,1.8,Valid
INV-00439,Junction Marketing Group,Consulting,2026-03-16,2026-05-15,Net 30,2282.63,114.13,Valid
INV-01452,Everline Facilities,Consulting,2025-11-03,2025-12-02,Net 15,4661.83,233.09,Duplicate
INV-01367,Ironclad Security,Security,2025-04-28,2025-05-28,Net 30,2877.26,345.27,Valid
INV-00097,Everline Facilities,IT Services,2026-01-13,2026-02-12,Net 30,3240.89,583.36,Valid
INV-00584,Horizon Software Inc,Security,2025-08-05,2025-10-04,Net 45,1404.38,252.79,Valid
INV-01213,Crestline IT Services,Security,2026-04-24,2026-06-23,Net 15,1403.72,70.19,Valid
INV-00998,Bluewave Logistics,,2025-01-13,2025-03-14,Net 60,3436.24,171.81,Missing Info
INV-00420,Falcon Freight Co,Consulting,2025-10-26,2025-12-25,Net 45,650.35,117.06,Valid
INV-00411,Greenfield Consulting,Software License,2025-01-13,2025-02-27,Net 15,4006.08,480.73,Valid
INV-01318,Bluewave Logistics,Facilities,2026-05-28,2026-06-27,Net 30,4567.75,228.39,Valid
INV-00478,Horizon Software Inc,Logistics,2025-12-26,2026-01-25,Net 60,1121.51,201.87,Valid
INV-00514,Everline Facilities,Facilities,2025-09-25,2025-11-09,Net 45,2666.36,319.96,Valid
INV-00608,Delta Print Solutions,Software License,2026-05-28,2026-06-12,Net 45,1711.68,308.1,Valid
INV-00157,Bluewave Logistics,IT Services,2026-03-21,2026-04-05,Net 60,3753.95,675.71,Valid
INV-00622,Greenfield Consulting,Office Supplies,2025-09-19,2025-10-04,Net 15,4264.22,767.56,Valid
INV-01335,Bluewave Logistics,Marketing,2025-05-12,2025-05-27,Net 30,3186.61,159.33,Valid
INV-00975,Crestline IT Services,Security,2026-03-11,2026-03-26,Net 30,1245.68,224.22,Valid
INV-00448,Crestline IT Services,Office Supplies,2025-11-19,2026-01-18,Net 45,1246.85,224.43,Valid
INV-00179,Bluewave Logistics,Security,2025-08-29,2025-09-28,Net 45,3883.86,466.06,Valid
INV-00391,Ironclad Security,IT Services,2026-03-17,2026-04-16,Net 30,1370.16,68.51,Valid
INV-01288,Everline Facilities,Security,2026-05-26,,Net 60,2754.86,330.58,Missing Info
INV-01341,Delta Print Solutions,Office Supplies,2025-12-09,2025-12-24,Net 30,375.55,67.6,Valid
INV-01240,Crestline IT Services,Software License,2026-05-04,2026-07-03,Net 60,949.03,170.83,Valid
INV-00694,Junction Marketing Group,IT Services,2025-03-06,2025-03-21,Net 45,2959.24,532.66,Valid
INV-00585,Apex Office Supplies,Marketing,2026-06-12,2026-07-12,Net 60,2764.91,138.25,Valid
INV-01106,Falcon Freight Co,IT Services,2025-02-19,2025-04-05,Net 30,1517.25,182.07,Valid
INV-00865,Junction Marketing Group,Office Supplies,2026-03-29,2026-04-28,Net 30,871.05,385.39,Amount Anomaly
INV-00924,Everline Facilities,Facilities,2025-03-11,2025-04-25,Net 15,2869.02,344.28,Valid
INV-00744,Crestline IT Services,Marketing,2026-01-15,2026-03-16,Net 45,1348.59,161.83,Valid
INV-00655,Apex Office Supplies,Software License,2025-06-18,2025-08-17,Net 15,3139.31,156.97,Valid
INV-00295,Apex Office Supplies,Marketing,2025-03-25,2025-04-09,Net 30,2018.8,363.38,Valid
